,userId,date,sleep,sleepProblem,dream,amCondition,amEmotion,pmEmotion,pmStress,pmFatigue,cAmount(ml),aAmount(ml),caffeine_caffeinated drink,caffeine_coffee,caffeine_coke,caffeine_tea,alcohol_beer,alcohol_beer&rice wine,alcohol_cognac,alcohol_kaoliang,alcohol_not specified,alcohol_rice wine,alcohol_soju,alcohol_soju&beer,alcohol_wine,alcohol_wine&beer,sleep_score,sleep_score2,gender,age,handed,height,weight,social_idx,dynamic_idex,positive_idex,social_routine_ratio,place_routine_ratio
26,user24,2020-09-26,4.0,0.0,2.0,4.0,3.0,4.0,2.0,4.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0,0,26,1,165,67,0.36363636363636365,0.5454545454545454,0.36363636363636365,0.04126547455295736,0.17881705639614856
27,user24,2020-09-27,4.0,0.0,2.0,3.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,1,0,26,1,165,67,0.6,0.6,0.6,0.08990318118948824,0.15214384508990317
28,user23,2020-09-01,4.0,1.0,2.0,2.0,4.0,5.0,2.0,2.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1,1,35,1,177,84,0.6,0.5,0.9,0.22870478413068845,0.3337222870478413
29,user23,2020-09-02,2.0,1.0,4.0,3.0,4.0,5.0,3.0,3.0,250.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0,1,35,1,177,84,0.875,0.5,0.875,0.287292817679558,0.07734806629834254
30,user23,2020-09-03,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,1,1,35,1,177,84,0.8888888888888888,0.5555555555555556,1.0,0.524517087667162,0.0
31,user23,2020-09-03,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,1,35,1,177,84,0.8888888888888888,0.5555555555555556,1.0,0.524517087667162,0.0
32,user23,2020-09-04,4.0,1.0,2.0,4.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,1,1,35,1,177,84,1.0,0.7142857142857143,1.0,0.2589041095890411,0.0821917808219178
33,user23,2020-09-05,4.0,0.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1,1,35,1,177,84,0.8571428571428571,1.0,1.0,0.39465875370919884,0.17210682492581603
34,user23,2020-09-06,4.0,0.0,2.0,4.0,5.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1,1,35,1,177,84,1.0,0.7777777777777778,0.8888888888888888,0.34704370179948585,0.30848329048843187
35,user23,2020-09-07,3.0,5.0,2.0,1.0,2.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0,1,35,1,177,84,1.0,0.6666666666666666,1.0,0.48120300751879697,0.44360902255639095
36,user23,2020-09-08,3.0,8.0,2.0,2.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,1,35,1,177,84,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.39568345323741005,0.39568345323741005
37,user23,2020-09-09,3.0,8.0,2.0,3.0,3.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,1,35,1,177,84,0.625,0.375,0.75,0.519496855345912,0.5949685534591195
38,user23,2020-09-10,2.0,7.0,2.0,1.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1,1,35,1,177,84,0.5,0.5,0.5,0.39904420549581837,0.18399044205495818
39,user23,2020-09-11,3.0,3.0,2.0,3.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1,1,35,1,177,84,0.5,0.6666666666666666,0.5,0.5812182741116751,0.16243654822335024
40,user23,2020-09-12,4.0,0.0,2.0,4.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1,1,35,1,177,84,0.6666666666666666,0.5,0.5,0.31446540880503143,0.31446540880503143
41,user23,2020-09-12,4.0,0.0,2.0,4.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,1,35,1,177,84,0.6666666666666666,0.5,0.5,0.31446540880503143,0.31446540880503143
42,user23,2020-09-13,2.0,9.0,2.0,2.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0,1,35,1,177,84,1.0,0.7777777777777778,1.0,0.16279069767441862,0.16279069767441862
43,user23,2020-09-14,4.0,9.0,2.0,4.0,4.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,1,35,1,177,84,0.5555555555555556,0.6666666666666666,1.0,0.5,0.6071428571428571
44,user23,2020-09-15,4.0,9.0,2.0,2.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0,1,35,1,177,84,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.4280254777070064,0.38980891719745225
45,user23,2020-09-16,4.0,9.0,2.0,2.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1,1,35,1,177,84,0.8333333333333334,0.5,0.6666666666666666,0.38271604938271603,0.5308641975308642
46,user23,2020-09-17,3.0,3.0,1.0,3.0,2.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1,1,35,1,177,84,0.8,0.4,0.6,0.1950354609929078,0.3723404255319149
47,user23,2020-09-18,3.0,9.0,2.0,4.0,3.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1,1,35,1,177,84,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.24,0.36
48,user23,2020-09-19,2.0,9.0,2.0,2.0,4.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1,1,35,1,177,84,0.8,0.4,0.2,0.31842818428184283,0.17615176151761516
49,user23,2020-09-20,4.0,9.0,2.0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1,1,35,1,177,84,0.7777777777777778,0.7777777777777778,1.0,0.2722063037249284,0.18624641833810887
50,user23,2020-09-21,4.0,0.0,2.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1,1,35,1,177,84,1.0,0.625,1.0,0.428226779252111,0.3558504221954162
51,user23,2020-09-22,3.0,0.0,2.0,2.0,3.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,1,1,35,1,177,84,0.8333333333333334,0.5,0.5,0.5133418043202033,0.5133418043202033
52,user23,2020-09-23,4.0,0.0,2.0,2.0,3.0,5.0,4.0,2.0,250.0,300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,1,1,35,1,177,84,0.6666666666666666,0.5,0.5,0.4016393442622951,0.4016393442622951
53,user23,2020-09-24,3.0,1.0,2.0,3.0,3.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1,1,35,1,177,84,0.8333333333333334,0.5,0.5,0.15995115995115994,0.23321123321123322
54,user23,2020-09-25,4.0,0.0,2.0,4.0,3.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1,1,35,1,177,84,0.875,0.5,0.75,0.4529616724738676,0.4181184668989547
55,user23,2020-09-26,1.0,0.0,2.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0,1,35,1,177,84,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.09523809523809523,0.23809523809523808
56,user23,2020-09-27,1.0,0.0,4.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0,1,35,1,177,84,0.5555555555555556,0.6666666666666666,0.8888888888888888,0.45297504798464494,0.45297504798464494
57,user05,2020-09-01,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0,1,31,1,177,75,0.5,0.5,1.0,0.5408163265306123,0.7397959183673469
58,user05,2020-09-02,2.0,9.0,4.0,2.0,3.0,3.0,2.0,1.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0,1,31,1,177,75,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.6626506024096386,0.7710843373493976
59,user05,2020-09-03,4.0,0.0,4.0,4.0,4.0,3.0,2.0,2.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1,1,31,1,177,75,0.6666666666666666,0.5,0.0,0.46875,0.5520833333333334
60,user05,2020-09-04,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1,1,31,1,177,75,0.3333333333333333,0.5,0.5,0.2980132450331126,0.5827814569536424
61,user05,2020-09-05,4.0,0.0,4.0,3.0,4.0,4.0,4.0,2.0,1000.0,300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,1,1,31,1,177,75,0.8571428571428571,0.42857142857142855,0.7142857142857143,0.0,0.1536144578313253
62,user05,2020-09-06,4.0,0.0,4.0,4.0,4.0,4.0,4.0,2.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1,1,31,1,177,75,0.7272727272727273,0.6363636363636364,1.0,0.0,0.36683417085427134
63,user05,2020-09-07,3.0,0.0,2.0,4.0,4.0,4.0,2.0,2.0,500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1,1,31,1,177,75,0.5833333333333334,0.5,0.8333333333333334,0.18181818181818182,0.4965034965034965
64,user05,2020-09-08,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1,1,31,1,177,75,0.5,0.375,0.0,0.3626373626373626,0.6373626373626373
65,user05,2020-09-09,3.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1,1,31,1,177,75,0.5,0.6,0.1,0.3350253807106599,0.3553299492385787
66,user05,2020-09-10,3.0,0.0,2.0,4.0,3.0,3.0,3.0,3.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,1,1,31,1,177,75,0.2857142857142857,0.42857142857142855,0.0,0.15463917525773196,0.39690721649484534
67,user05,2020-09-11,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1,1,31,1,177,75,0.5555555555555556,0.4444444444444444,0.2222222222222222,0.2601626016260163,0.4878048780487805
68,user05,2020-09-12,1.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,1000.0,500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0,1,31,1,177,75,0.5,0.25,0.375,0.0,0.20945945945945946
69,user05,2020-09-12,1.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,1000.0,500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0,1,31,1,177,75,0.5,0.25,0.375,0.0,0.20945945945945946
70,user05,2020-09-13,4.0,0.0,4.0,4.0,4.0,3.0,4.0,1.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,1,1,31,1,177,75,0.7142857142857143,0.2857142857142857,0.0,0.1651376146788991,0.3440366972477064
71,user05,2020-09-14,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1,1,31,1,177,75,0.7777777777777778,0.4444444444444444,1.0,0.18421052631578946,0.19736842105263158
72,user05,2020-09-15,4.0,0.0,4.0,4.0,4.0,3.0,3.0,3.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1,1,31,1,177,75,0.5,0.4,0.9,0.3284671532846715,0.35036496350364965
73,user05,2020-09-16,4.0,0.0,4.0,3.0,3.0,4.0,4.0,4.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1,1,31,1,177,75,0.2222222222222222,0.3333333333333333,0.0,0.2971014492753623,0.4420289855072464
74,user05,2020-09-17,2.0,9.0,2.0,2.0,3.0,4.0,2.0,3.0,1500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1,1,31,1,177,75,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.275,0.38333333333333336
75,user05,2020-09-18,3.0,0.0,4.0,2.0,3.0,4.0,4.0,4.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1,1,31,1,177,75,0.4,0.4,0.2,0.3708206686930091,0.5683890577507599
76,user05,2020-09-19,2.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1,1,31,1,177,75,0.4444444444444444,0.5555555555555556,0.0,0.0,0.24812030075187969
77,user05,2020-09-20,3.0,0.0,1.0,3.0,3.0,3.0,4.0,2.0,500.0,300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,1,1,31,1,177,75,0.6,0.5,1.0,0.0,0.6390041493775933
78,user05,2020-09-21,3.0,0.0,4.0,3.0,3.0,3.0,4.0,4.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0,1,31,1,177,75,0.5454545454545454,0.5454545454545454,1.0,0.25,0.3170731707317073
79,user05,2020-09-22,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,1000.0,1000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,0,1,31,1,177,75,0.125,0.5,0.0,0.2708333333333333,0.3541666666666667
80,user05,2020-09-23,3.0,0.0,4.0,4.0,3.0,3.0,3.0,2.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1,1,31,1,177,75,0.5,0.5,0.0,0.48880597014925375,0.6119402985074627
81,user05,2020-09-24,3.0,0.0,4.0,4.0,4.0,4.0,4.0,3.0,1000.0,500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,1,1,31,1,177,75,0.45454545454545453,0.45454545454545453,0.6363636363636364,0.2743362831858407,0.3274336283185841
82,user05,2020-09-25,3.0,0.0,4.0,3.0,3.0,2.0,2.0,2.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,1,1,31,1,177,75,0.3333333333333333,0.3333333333333333,0.0,0.3064516129032258,0.6854838709677419
