userId,amPm,inputDt,yest_sleep,yest_sleepProblem,yest_dream,amCondition,amEmotion,pmEmotion,pmStress,ifUnusual,breakfast,lunch,dinner,lateSnack,amCaffeine,amCaffAmount,pmCaffeine,pmCaffAmount,alcohol,aAmount,work,travel,meal,study,recreation_etc,outdoor_act,entertainment,hobby,personal_care,recreation_media,household,socialising,communitiy_interaction,today_sleep,today_sleepProblem,today_dream
101,pm,2020-01-08,5.0,1.0,4.0,3.0,3.0,4,1,2.0,3.0,3,4.0,4.0,,,,,,,148.0,285.0,129.0,94.0,,,,,,,,,,3.0,1.0,4.0
101,pm,2020-01-09,3.0,1.0,4.0,2.0,3.0,4,3,2.0,3.0,3,3.0,3.0,,,,,,,301.0,168.0,244.0,,,,,,,,,,,4.0,0.0,4.0
101,pm,2020-01-10,4.0,0.0,4.0,2.0,3.0,4,3,2.0,3.0,3,4.0,4.0,,,,,,,248.0,229.0,126.0,,20.0,,,,,,,,,4.0,9.0,4.0
101,pm,2020-01-11,4.0,9.0,4.0,4.0,4.0,4,3,1.0,4.0,3,3.0,4.0,,,,,,,,,247.0,,465.0,,,,,,,,,4.0,0.0,4.0
101,pm,2020-01-12,4.0,0.0,4.0,4.0,4.0,4,3,1.0,4.0,3,3.0,4.0,,,,,,,141.0,108.0,59.0,209.0,128.0,,,,63.0,,,,,,,
115,pm,2019-12-20,4.0,0.0,4.0,4.0,4.0,3,2,2.0,4.0,2,2.0,4.0,,,,,,,319.0,73.0,22.0,,301.0,,,,,,,,,4.0,0.0,4.0
115,pm,2019-12-21,4.0,0.0,4.0,4.0,3.0,4,4,2.0,4.0,3,3.0,4.0,,,,,,,,221.0,93.0,,123.0,,,176.0,,,,,,3.0,0.0,2.0
115,pm,2019-12-22,3.0,0.0,2.0,3.0,3.0,4,4,1.0,4.0,3,3.0,4.0,,,,,,,,107.0,116.0,367.0,157.0,,,46.0,,,,,,2.0,2.0,2.0
115,pm,2019-12-23,2.0,2.0,2.0,2.0,3.0,4,4,2.0,4.0,3,2.0,4.0,,,,,,,,138.0,120.0,,160.0,29.0,,181.0,,,,,,2.0,9.0,4.0
115,pm,2019-12-24,2.0,9.0,4.0,2.0,3.0,3,3,1.0,2.0,3,2.0,4.0,,,,,,,361.0,116.0,58.0,,509.0,,,,,,,,,4.0,0.0,2.0
115,pm,2019-12-25,4.0,0.0,2.0,4.0,3.0,3,4,2.0,4.0,2,3.0,2.0,,,,,,,10.0,203.0,116.0,66.0,125.0,,,,,,,,,,,
115,pm,2019-12-28,3.0,0.0,1.0,2.0,3.0,4,4,2.0,4.0,2,3.0,2.0,,,,,,,,226.0,78.0,,454.0,,,85.0,84.0,,,,,4.0,0.0,2.0
115,pm,2019-12-30,4.0,0.0,2.0,4.0,4.0,4,4,2.0,2.0,4,2.0,2.0,,,,,,,55.0,80.0,58.0,,564.0,,,37.0,43.0,,,,,2.0,2.0,4.0
115,pm,2019-12-31,2.0,2.0,4.0,2.0,3.0,3,3,2.0,2.0,2,3.0,4.0,,,,,,,,152.0,169.0,204.0,288.0,,,,,,,,,3.0,0.0,2.0
115,pm,2020-01-02,3.0,0.0,2.0,4.0,2.0,3,3,2.0,2.0,2,2.0,4.0,,,,,,,,72.0,149.0,,342.0,,,,32.0,251.0,,,,3.0,0.0,2.0
115,pm,2020-01-04,3.0,0.0,2.0,2.0,3.0,3,3,2.0,2.0,2,2.0,4.0,,,,,,,,418.0,155.0,,99.0,,,132.0,12.0,141.0,,,,3.0,0.0,2.0
115,pm,2020-01-05,3.0,0.0,2.0,2.0,3.0,3,4,2.0,4.0,2,2.0,4.0,,,,,,,,135.0,82.0,159.0,365.0,91.0,,,64.0,,,,,,,
110,pm,2019-12-18,5.0,0.0,2.0,4.0,4.0,4,4,2.0,3.0,3,3.0,4.0,,,,,,,50.0,54.0,178.0,,172.0,,,,215.0,,,,,4.0,3.0,2.0
110,pm,2019-12-22,4.0,3.0,2.0,2.0,3.0,3,2,2.0,4.0,4,2.0,4.0,,,,,,,249.0,211.0,7.0,,,,,,200.0,,18.0,,,5.0,0.0,4.0
110,pm,2019-12-23,5.0,0.0,4.0,2.0,3.0,3,2,2.0,2.0,3,3.0,4.0,,,,,,,286.0,208.0,217.0,,58.0,,,,,,21.0,,,4.0,0.0,4.0
110,pm,2019-12-25,4.0,0.0,4.0,2.0,3.0,4,5,1.0,3.0,3,3.0,3.0,,,,,,,,151.0,149.0,,1.0,,,,,,277.0,1.0,,4.0,3.0,2.0
110,pm,2019-12-26,4.0,3.0,2.0,3.0,3.0,2,3,2.0,3.0,3,3.0,3.0,,,,,,,,289.0,17.0,,91.0,,,,69.0,,,,176.0,4.0,0.0,2.0
110,pm,2020-01-09,4.0,0.0,2.0,3.0,1.0,4,3,2.0,3.0,3,3.0,4.0,,,,,,,,8.0,63.0,,20.0,,,,133.0,,149.0,,,4.0,9.0,4.0
110,pm,2020-01-11,4.0,9.0,4.0,4.0,3.0,3,2,2.0,3.0,3,3.0,3.0,,,,,,,,,,,2.0,,,,184.0,1.0,,1.0,,4.0,9.0,2.0
110,pm,2020-01-12,4.0,9.0,2.0,3.0,3.0,3,3,2.0,3.0,3,3.0,3.0,,,,,,,,,,,141.0,,,,31.0,,54.0,,,,,
110,pm,2020-01-14,4.0,9.0,3.0,3.0,3.0,3,3,2.0,4.0,3,3.0,4.0,,,,,,,,,2.0,,,,52.0,,,3.0,,,1.0,4.0,9.0,2.0
110,pm,2020-01-15,4.0,9.0,2.0,4.0,3.0,3,3,1.0,4.0,3,3.0,3.0,,,,,,,,,,,416.0,,,,,,23.0,,,,,
113,pm,2020-01-02,4.0,0.0,4.0,4.0,4.0,4,4,2.0,2.0,3,3.0,4.0,,,,,,,,47.0,36.0,12.0,674.0,,,7.0,,,,,,3.0,2.0,4.0
113,pm,2020-01-03,3.0,2.0,4.0,3.0,4.0,3,4,2.0,2.0,2,3.0,4.0,,,,,,,,,107.0,,521.0,,,155.0,,57.0,,,,4.0,3.0,4.0
113,pm,2020-01-05,4.0,3.0,4.0,4.0,3.0,4,5,2.0,2.0,3,2.0,4.0,,,,,,,,,52.0,,225.0,,,161.0,,,,,,4.0,0.0,4.0
113,pm,2020-01-07,4.0,0.0,4.0,3.0,4.0,4,5,2.0,2.0,3,2.0,4.0,,,,,,,,25.0,,,235.0,,,,,566.0,,30.0,,4.0,0.0,4.0
113,pm,2020-01-09,4.0,0.0,4.0,3.0,3.0,3,5,2.0,2.0,3,2.0,4.0,,,,,,,,325.0,1.0,,,,,,,4.0,,224.0,,4.0,0.0,4.0
113,pm,2020-01-10,4.0,0.0,4.0,3.0,3.0,4,5,2.0,2.0,2,3.0,4.0,,,,,,,,,9.0,,,,,,,732.0,,,,3.0,0.0,4.0
113,pm,2020-01-11,3.0,0.0,4.0,3.0,4.0,4,5,2.0,2.0,3,3.0,4.0,,,,,,,,12.0,243.0,,,,,481.0,,60.0,,,,3.0,1.0,4.0
113,pm,2020-01-12,3.0,1.0,4.0,3.0,3.0,3,3,2.0,2.0,3,3.0,4.0,,,,,,,,,,,,,,,,583.0,,,,,,
113,pm,2020-01-14,3.0,1.0,4.0,3.0,4.0,4,3,2.0,2.0,3,3.0,2.0,,,,,,,,,,,8.0,,,68.0,,613.0,,,,4.0,0.0,4.0
113,pm,2020-01-15,4.0,0.0,4.0,4.0,4.0,4,3,2.0,2.0,3,3.0,4.0,,,,,,,,,27.0,,,,,,,773.0,,,,4.0,0.0,4.0
113,pm,2020-01-16,4.0,0.0,4.0,4.0,4.0,3,3,2.0,2.0,3,3.0,4.0,,,,,,,,,183.0,,,,,,,659.0,,,,4.0,0.0,4.0
113,pm,2020-01-17,4.0,0.0,4.0,4.0,4.0,4,5,2.0,2.0,3,2.0,4.0,,,,,,,,36.0,27.0,,,,,,,576.0,,,,4.0,0.0,4.0
113,pm,2020-01-18,4.0,0.0,4.0,3.0,3.0,4,4,2.0,2.0,3,3.0,4.0,,,,,,,,,182.0,,,,,,,628.0,,,,4.0,0.0,4.0
113,pm,2020-01-19,4.0,0.0,4.0,3.0,3.0,3,3,2.0,2.0,2,3.0,1.0,,,,,,,,116.0,299.0,,,,,312.0,,,,,,,,
108,pm,2019-12-10,3.0,6.0,2.0,2.0,2.0,2,1,1.0,1.0,2,3.0,4.0,,,coffee,1.0,,,205.0,39.0,24.0,131.0,276.0,,,,,7.0,,,,3.0,6.0,4.0
