,userId,inputDt,inputDt_1,sleep,sleepProblem,dream,amCondition,amEmotion,pmEmotion,pmStress,routine_day,breakfast,lunch,dinner,lateSnack,cAmount(ml),aAmount(ml),caffeine_caffeinated drink,caffeine_coffee,caffeine_coke,caffeine_tea,alcohol_beer,alcohol_soju,alcohol_soju&beer,alcohol_wine,weekday_Friday,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday
11,117,2020-01-29 8:31,2020-01-29,2.0,2.0,4.0,2.0,2.0,3.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12,117,2020-01-30 8:44,2020-01-30,3.0,2.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,300.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
13,117,2020-01-31 8:39,2020-01-31,1.0,5.0,4.0,2.0,1.0,3.0,4.0,0.0,0.0,3.0,2.0,0.0,300.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
14,117,2020-02-01 6:37,2020-02-01,2.0,2.0,4.0,1.0,2.0,5.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
15,117,2020-02-02 10:38,2020-02-02,3.0,0.0,4.0,3.0,3.0,5.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,200.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
16,117,2020-02-03 7:33,2020-02-03,4.0,0.0,4.0,2.0,4.0,4.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
18,105,2019-12-05 10:26,2019-12-05,4.0,0.0,4.0,3.0,3.0,4.0,3.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
19,105,2019-12-06 10:37,2019-12-06,4.0,0.0,4.0,3.0,3.0,3.0,4.0,0.0,3.0,0.0,3.0,0.0,300.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
20,105,2019-12-07 11:11,2019-12-07,4.0,0.0,4.0,4.0,3.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
21,105,2019-12-08 16:08,2019-12-08,2.0,9.0,4.0,2.0,2.0,5.0,5.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
22,105,2019-12-09 8:40,2019-12-09,5.0,0.0,4.0,2.0,2.0,3.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,400.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
23,105,2019-12-10 10:43,2019-12-10,4.0,0.0,4.0,3.0,3.0,5.0,5.0,0.0,3.0,0.0,3.0,0.0,300.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
24,105,2019-12-11 8:30,2019-12-11,5.0,0.0,4.0,3.0,3.0,5.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
25,105,2019-12-12 10:32,2019-12-12,5.0,0.0,4.0,4.0,3.0,5.0,5.0,0.0,3.0,3.0,3.0,0.0,300.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
26,105,2019-12-13 9:18,2019-12-13,5.0,0.0,4.0,3.0,3.0,5.0,5.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
27,105,2019-12-14 7:59,2019-12-14,5.0,0.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
28,105,2019-12-15 10:11,2019-12-15,5.0,0.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
29,105,2019-12-16 7:33,2019-12-16,5.0,0.0,3.0,5.0,5.0,5.0,5.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
30,105,2019-12-17 9:37,2019-12-17,5.0,0.0,4.0,5.0,5.0,5.0,5.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
31,105,2019-12-18 11:58,2019-12-18,5.0,0.0,4.0,5.0,5.0,5.0,5.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
34,104,2019-12-05 7:15,2019-12-05,3.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,300.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
35,104,2019-12-06 7:53,2019-12-06,3.0,0.0,4.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,600.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
37,104,2019-12-08 9:32,2019-12-08,3.0,5.0,4.0,4.0,3.0,5.0,3.0,0.0,3.0,0.0,0.0,3.0,300.0,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
38,104,2019-12-09 8:46,2019-12-09,4.0,1.0,2.0,4.0,3.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
39,104,2019-12-11 8:15,2019-12-11,4.0,0.0,4.0,2.0,3.0,4.0,2.0,0.0,0.0,3.0,2.0,0.0,300.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
40,104,2019-12-12 9:01,2019-12-12,4.0,2.0,2.0,4.0,3.0,4.0,2.0,0.0,3.0,3.0,0.0,3.0,600.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
42,104,2019-12-15 7:53,2019-12-15,3.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,400.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
43,104,2019-12-16 7:00,2019-12-16,4.0,0.0,2.0,2.0,2.0,5.0,3.0,0.0,0.0,3.0,3.0,0.0,300.0,200.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
44,104,2019-12-17 7:58,2019-12-17,4.0,0.0,4.0,2.0,3.0,4.0,3.0,0.0,0.0,2.0,2.0,3.0,300.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
45,104,2019-12-18 8:31,2019-12-18,2.0,2.0,4.0,1.0,4.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,300.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
46,104,2019-12-19 13:15,2019-12-19,4.0,0.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,3.0,0.0,2.0,600.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
47,104,2019-12-20 8:02,2019-12-20,4.0,0.0,4.0,2.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,300.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
48,104,2019-12-21 11:57,2019-12-21,4.0,0.0,4.0,4.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
49,104,2019-12-22 14:05,2019-12-22,1.0,0.0,4.0,2.0,4.0,4.0,5.0,1.0,2.0,3.0,0.0,3.0,300.0,400.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
51,104,2019-12-24 13:54,2019-12-24,3.0,5.0,4.0,2.0,3.0,3.0,4.0,0.0,0.0,2.0,3.0,0.0,600.0,600.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
54,120,2020-01-19 10:05,2020-01-19,4.0,0.0,2.0,3.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
55,120,2020-01-20 11:04,2020-01-20,4.0,9.0,4.0,2.0,3.0,4.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
56,120,2020-01-21 11:29,2020-01-21,4.0,0.0,4.0,2.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
57,120,2020-01-22 11:32,2020-01-22,4.0,0.0,4.0,2.0,3.0,3.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
58,120,2020-01-23 9:49,2020-01-23,3.0,9.0,2.0,2.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
59,120,2020-01-24 7:29,2020-01-24,4.0,0.0,4.0,2.0,3.0,4.0,5.0,0.0,2.0,3.0,3.0,0.0,0.0,200.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
60,120,2020-01-25 10:09,2020-01-25,4.0,5.0,2.0,2.0,3.0,4.0,5.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
61,120,2020-01-29 11:43,2020-01-29,4.0,9.0,3.0,3.0,4.0,4.0,5.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
62,120,2020-01-30 8:22,2020-01-30,3.0,0.0,4.0,2.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
63,120,2020-01-31 11:31,2020-01-31,4.0,0.0,4.0,4.0,4.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
65,120,2020-02-06 9:55,2020-02-06,4.0,0.0,4.0,2.0,3.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
66,120,2020-02-07 10:57,2020-02-07,4.0,0.0,4.0,2.0,3.0,3.0,4.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
67,120,2020-02-08 11:56,2020-02-08,4.0,0.0,3.0,3.0,4.0,3.0,2.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
68,120,2020-02-10 11:09,2020-02-10,4.0,0.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
69,120,2020-02-11 11:20,2020-02-11,3.0,0.0,4.0,2.0,3.0,3.0,4.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
70,120,2020-02-12 9:51,2020-02-12,3.0,0.0,4.0,2.0,3.0,3.0,4.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
71,120,2020-02-13 11:00,2020-02-13,3.0,0.0,4.0,2.0,2.0,4.0,5.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
73,103,2020-01-05 10:47,2020-01-05,5.0,0.0,4.0,3.0,4.0,5.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
74,103,2020-01-06 14:54,2020-01-06,5.0,0.0,4.0,4.0,4.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,300.0,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
75,103,2020-01-07 11:56,2020-01-07,5.0,0.0,4.0,4.0,4.0,5.0,5.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
76,103,2020-01-08 11:41,2020-01-08,2.0,0.0,4.0,2.0,2.0,5.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
77,103,2020-01-09 11:30,2020-01-09,2.0,1.0,4.0,2.0,2.0,5.0,4.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
78,103,2020-01-10 10:27,2020-01-10,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,3.0,3.0,3.0,3.0,0.0,200.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
80,103,2020-01-12 10:55,2020-01-12,4.0,1.0,4.0,2.0,4.0,4.0,2.0,0.0,3.0,3.0,3.0,0.0,300.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
81,103,2020-01-13 10:55,2020-01-13,2.0,5.0,4.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
82,103,2020-01-14 10:54,2020-01-14,4.0,5.0,4.0,3.0,3.0,3.0,4.0,0.0,0.0,2.0,3.0,0.0,300.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
83,103,2020-01-15 11:20,2020-01-15,1.0,1.0,4.0,2.0,4.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,300.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
84,103,2020-01-16 11:40,2020-01-16,5.0,0.0,2.0,2.0,4.0,5.0,4.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
85,103,2020-01-17 11:27,2020-01-17,4.0,0.0,4.0,4.0,4.0,5.0,4.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
88,114,2019-12-08 10:36,2019-12-08,4.0,2.0,2.0,3.0,3.0,5.0,5.0,0.0,0.0,3.0,1.0,0.0,300.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
89,114,2019-12-09 9:38,2019-12-09,4.0,0.0,4.0,4.0,5.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
90,114,2019-12-10 9:32,2019-12-10,5.0,0.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
91,114,2019-12-11 9:39,2019-12-11,3.0,0.0,2.0,2.0,3.0,5.0,5.0,0.0,0.0,3.0,0.0,0.0,300.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
92,114,2019-12-12 9:36,2019-12-12,4.0,1.0,2.0,3.0,3.0,5.0,5.0,0.0,0.0,3.0,3.0,0.0,300.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
93,114,2019-12-13 10:20,2019-12-13,4.0,0.0,2.0,4.0,4.0,4.0,5.0,0.0,0.0,3.0,3.0,0.0,300.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
94,114,2019-12-14 12:01,2019-12-14,3.0,1.0,2.0,3.0,2.0,5.0,5.0,0.0,3.0,3.0,3.0,0.0,600.0,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
95,114,2019-12-15 10:46,2019-12-15,3.0,6.0,4.0,3.0,2.0,5.0,4.0,0.0,0.0,3.0,3.0,3.0,300.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
96,114,2019-12-16 9:32,2019-12-16,3.0,9.0,2.0,4.0,3.0,5.0,4.0,0.0,0.0,3.0,3.0,3.0,300.0,200.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
97,114,2019-12-17 9:50,2019-12-17,3.0,0.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
98,114,2019-12-18 11:25,2019-12-18,4.0,0.0,2.0,3.0,4.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,300.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
99,114,2019-12-20 11:28,2019-12-20,2.0,0.0,4.0,1.0,1.0,5.0,5.0,0.0,3.0,3.0,3.0,3.0,0.0,400.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
101,114,2019-12-22 13:03,2019-12-22,4.0,0.0,3.0,4.0,4.0,5.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
103,101,2020-01-02 7:01,2020-01-02,5.0,9.0,4.0,4.0,4.0,5.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
104,101,2020-01-03 7:09,2020-01-03,5.0,9.0,4.0,4.0,4.0,4.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
105,101,2020-01-04 11:47,2020-01-04,5.0,9.0,4.0,4.0,4.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
106,101,2020-01-05 9:27,2020-01-05,2.0,1.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
107,101,2020-01-06 8:08,2020-01-06,5.0,9.0,4.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
109,101,2020-01-09 8:04,2020-01-09,3.0,1.0,4.0,2.0,3.0,4.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
110,101,2020-01-10 8:09,2020-01-10,4.0,0.0,4.0,2.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
111,101,2020-01-11 11:22,2020-01-11,4.0,9.0,4.0,4.0,4.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
112,101,2020-01-12 11:26,2020-01-12,4.0,0.0,4.0,4.0,4.0,4.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
113,101,2020-01-13 8:15,2020-01-13,4.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
115,115,2019-12-21 10:44,2019-12-21,4.0,0.0,4.0,4.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
116,115,2019-12-22 6:52,2019-12-22,3.0,0.0,2.0,3.0,3.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
117,115,2019-12-23 9:26,2019-12-23,2.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
118,115,2019-12-24 5:05,2019-12-24,2.0,9.0,4.0,2.0,3.0,4.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
119,115,2019-12-25 13:24,2019-12-25,4.0,0.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
120,115,2019-12-27 12:15,2019-12-27,3.0,5.0,2.0,3.0,3.0,3.0,4.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
123,115,2019-12-31 5:16,2019-12-31,2.0,2.0,4.0,2.0,3.0,4.0,4.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
125,115,2020-01-03 11:29,2020-01-03,3.0,0.0,2.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
127,115,2020-01-05 8:53,2020-01-05,3.0,0.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
128,115,2020-01-06 9:52,2020-01-06,3.0,0.0,2.0,2.0,3.0,3.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
130,110,2019-12-19 4:59,2019-12-19,4.0,0.0,4.0,3.0,3.0,4.0,4.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
134,110,2019-12-23 8:57,2019-12-23,5.0,0.0,4.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
135,110,2019-12-24 7:40,2019-12-24,4.0,0.0,3.0,3.0,2.0,3.0,2.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
137,110,2019-12-26 8:18,2019-12-26,4.0,3.0,2.0,3.0,3.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
138,110,2019-12-27 7:44,2019-12-27,3.0,5.0,2.0,3.0,3.0,2.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
140,110,2020-01-10 12:48,2020-01-10,2.0,9.0,2.0,3.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
142,110,2020-01-12 16:19,2020-01-12,4.0,9.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
143,110,2020-01-14 11:55,2020-01-14,4.0,9.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
144,110,2020-01-15 13:19,2020-01-15,4.0,9.0,2.0,4.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
145,110,2020-01-17 10:51,2020-01-17,4.0,9.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
147,113,2020-01-03 8:46,2020-01-03,3.0,2.0,4.0,3.0,4.0,4.0,4.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
148,113,2020-01-04 10:00,2020-01-04,4.0,0.0,4.0,4.0,4.0,3.0,4.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
150,113,2020-01-06 9:11,2020-01-06,4.0,0.0,4.0,4.0,3.0,4.0,5.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
151,113,2020-01-07 8:54,2020-01-07,4.0,0.0,4.0,3.0,4.0,5.0,5.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
152,113,2020-01-08 9:11,2020-01-08,3.0,1.0,4.0,3.0,3.0,4.0,5.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
153,113,2020-01-09 9:36,2020-01-09,4.0,0.0,4.0,3.0,3.0,4.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
154,113,2020-01-10 8:41,2020-01-10,4.0,0.0,4.0,3.0,3.0,3.0,5.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
155,113,2020-01-11 9:08,2020-01-11,3.0,0.0,4.0,3.0,4.0,4.0,5.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
